Verse Key,Book ID,Chapter,Verse,Translation 1,Translation 2,Similarity,Text 1,Text 2
JOB_016_017,JOB,016,017,Darby Bible,"World English Bible, British Edition",0.93,"Although there is no violence in my hands, and my prayer is pure.","although there is no violence in my hands,
and my prayer is pure.
"
JOB_016_017,JOB,016,017,Douay-Rheims 1899 American Edition,King James Version,0.34,"My face is swollen with weeping, and my eyelids are dim.","Not for
any injustice in mine hands: also my prayer
is pure.
"
JOB_016_017,JOB,016,017,Douay-Rheims 1899 American Edition,World English Bible,0.35,"My face is swollen with weeping, and my eyelids are dim.","Although there is no violence in my hands,
and my prayer is pure.
"
JOB_016_017,JOB,016,017,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.28,"My face is swollen with weeping, and my eyelids are dim.","although there is no violence in my hands,
and my prayer is pure.
"
JOB_016_017,JOB,016,017,King James Version,World English Bible,0.77,"Not for
any injustice in mine hands: also my prayer
is pure.
","Although there is no violence in my hands,
and my prayer is pure.
"
JOB_016_017,JOB,016,017,King James Version,"World English Bible, British Edition",0.70,"Not for
any injustice in mine hands: also my prayer
is pure.
","although there is no violence in my hands,
and my prayer is pure.
"
JOB_016_017,JOB,016,017,World English Bible,"World English Bible, British Edition",0.93,"Although there is no violence in my hands,
and my prayer is pure.
","although there is no violence in my hands,
and my prayer is pure.
"
JOB_016_009,JOB,016,009,American Standard Version (1901),Bible in Basic English,0.67,"He hath torn me in his wrath, and persecuted me; He hath gnashed upon me with his teeth: Mine adversary sharpeneth his eyes upon me.","I am broken by his wrath, and his hate has gone after me; he has made his teeth sharp against me: my haters are looking on me with cruel eyes;"
JOB_016_009,JOB,016,009,American Standard Version (1901),Darby Bible,0.83,"He hath torn me in his wrath, and persecuted me; He hath gnashed upon me with his teeth: Mine adversary sharpeneth his eyes upon me.",His anger teareth and pursueth me; he gnasheth with his teeth against me; [as] mine adversary he sharpeneth his eyes at me.
JOB_016_009,JOB,016,009,American Standard Version (1901),Douay-Rheims 1899 American Edition,0.43,"He hath torn me in his wrath, and persecuted me; He hath gnashed upon me with his teeth: Mine adversary sharpeneth his eyes upon me.","My wrinkles bear witness against me, and a false speaker riseth up against my face, contradicting me."
JOB_016_009,JOB,016,009,American Standard Version (1901),King James Version,0.84,"He hath torn me in his wrath, and persecuted me; He hath gnashed upon me with his teeth: Mine adversary sharpeneth his eyes upon me.","He teareth
me in his wrath, who hateth me: he gnasheth upon me with his teeth; mine enemy sharpeneth his eyes upon me.
"
JOB_016_009,JOB,016,009,American Standard Version (1901),World English Bible,0.87,"He hath torn me in his wrath, and persecuted me; He hath gnashed upon me with his teeth: Mine adversary sharpeneth his eyes upon me.","He has torn me in his wrath, and persecuted me.
He has gnashed on me with his teeth.
My adversary sharpens his eyes on me.
"
JOB_016_009,JOB,016,009,American Standard Version (1901),"World English Bible, British Edition",0.87,"He hath torn me in his wrath, and persecuted me; He hath gnashed upon me with his teeth: Mine adversary sharpeneth his eyes upon me.","He has torn me in his wrath and persecuted me.
He has gnashed on me with his teeth.
My adversary sharpens his eyes on me.
"
JOB_016_009,JOB,016,009,Bible in Basic English,Darby Bible,0.68,"I am broken by his wrath, and his hate has gone after me; he has made his teeth sharp against me: my haters are looking on me with cruel eyes;",His anger teareth and pursueth me; he gnasheth with his teeth against me; [as] mine adversary he sharpeneth his eyes at me.
JOB_016_009,JOB,016,009,Bible in Basic English,Douay-Rheims 1899 American Edition,0.41,"I am broken by his wrath, and his hate has gone after me; he has made his teeth sharp against me: my haters are looking on me with cruel eyes;","My wrinkles bear witness against me, and a false speaker riseth up against my face, contradicting me."
JOB_016_009,JOB,016,009,Bible in Basic English,King James Version,0.76,"I am broken by his wrath, and his hate has gone after me; he has made his teeth sharp against me: my haters are looking on me with cruel eyes;","He teareth
me in his wrath, who hateth me: he gnasheth upon me with his teeth; mine enemy sharpeneth his eyes upon me.
"
JOB_016_009,JOB,016,009,Bible in Basic English,World English Bible,0.75,"I am broken by his wrath, and his hate has gone after me; he has made his teeth sharp against me: my haters are looking on me with cruel eyes;","He has torn me in his wrath, and persecuted me.
He has gnashed on me with his teeth.
My adversary sharpens his eyes on me.
"
JOB_016_009,JOB,016,009,Bible in Basic English,"World English Bible, British Edition",0.75,"I am broken by his wrath, and his hate has gone after me; he has made his teeth sharp against me: my haters are looking on me with cruel eyes;","He has torn me in his wrath and persecuted me.
He has gnashed on me with his teeth.
My adversary sharpens his eyes on me.
"
JOB_016_009,JOB,016,009,Darby Bible,Douay-Rheims 1899 American Edition,0.45,His anger teareth and pursueth me; he gnasheth with his teeth against me; [as] mine adversary he sharpeneth his eyes at me.,"My wrinkles bear witness against me, and a false speaker riseth up against my face, contradicting me."
JOB_016_009,JOB,016,009,Darby Bible,King James Version,0.83,His anger teareth and pursueth me; he gnasheth with his teeth against me; [as] mine adversary he sharpeneth his eyes at me.,"He teareth
me in his wrath, who hateth me: he gnasheth upon me with his teeth; mine enemy sharpeneth his eyes upon me.
"
JOB_016_009,JOB,016,009,Darby Bible,World English Bible,0.81,His anger teareth and pursueth me; he gnasheth with his teeth against me; [as] mine adversary he sharpeneth his eyes at me.,"He has torn me in his wrath, and persecuted me.
He has gnashed on me with his teeth.
My adversary sharpens his eyes on me.
"
JOB_016_009,JOB,016,009,Darby Bible,"World English Bible, British Edition",0.81,His anger teareth and pursueth me; he gnasheth with his teeth against me; [as] mine adversary he sharpeneth his eyes at me.,"He has torn me in his wrath and persecuted me.
He has gnashed on me with his teeth.
My adversary sharpens his eyes on me.
"
JOB_016_009,JOB,016,009,Douay-Rheims 1899 American Edition,King James Version,0.43,"My wrinkles bear witness against me, and a false speaker riseth up against my face, contradicting me.","He teareth
me in his wrath, who hateth me: he gnasheth upon me with his teeth; mine enemy sharpeneth his eyes upon me.
"
JOB_016_009,JOB,016,009,Douay-Rheims 1899 American Edition,World English Bible,0.49,"My wrinkles bear witness against me, and a false speaker riseth up against my face, contradicting me.","He has torn me in his wrath, and persecuted me.
He has gnashed on me with his teeth.
My adversary sharpens his eyes on me.
"
JOB_016_009,JOB,016,009,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.49,"My wrinkles bear witness against me, and a false speaker riseth up against my face, contradicting me.","He has torn me in his wrath and persecuted me.
He has gnashed on me with his teeth.
My adversary sharpens his eyes on me.
"
JOB_016_009,JOB,016,009,King James Version,World English Bible,0.77,"He teareth
me in his wrath, who hateth me: he gnasheth upon me with his teeth; mine enemy sharpeneth his eyes upon me.
","He has torn me in his wrath, and persecuted me.
He has gnashed on me with his teeth.
My adversary sharpens his eyes on me.
"
JOB_016_009,JOB,016,009,King James Version,"World English Bible, British Edition",0.77,"He teareth
me in his wrath, who hateth me: he gnasheth upon me with his teeth; mine enemy sharpeneth his eyes upon me.
","He has torn me in his wrath and persecuted me.
He has gnashed on me with his teeth.
My adversary sharpens his eyes on me.
"
JOB_016_009,JOB,016,009,World English Bible,"World English Bible, British Edition",1.00,"He has torn me in his wrath, and persecuted me.
He has gnashed on me with his teeth.
My adversary sharpens his eyes on me.
","He has torn me in his wrath and persecuted me.
He has gnashed on me with his teeth.
My adversary sharpens his eyes on me.
"
JOB_016_019,JOB,016,019,American Standard Version (1901),Bible in Basic English,0.72,"Even now, behold, my witness is in heaven, And he that voucheth for me is on high.","Even now my witness is in heaven, and the supporter of my cause is on high."
JOB_016_019,JOB,016,019,American Standard Version (1901),Darby Bible,0.81,"Even now, behold, my witness is in heaven, And he that voucheth for me is on high.","Even now, behold, my Witness is in the heavens, and he that voucheth for me is in the heights."
JOB_016_019,JOB,016,019,American Standard Version (1901),Douay-Rheims 1899 American Edition,0.45,"Even now, behold, my witness is in heaven, And he that voucheth for me is on high.","O earth, cover not thou my blood, neither let my cry find a hiding place in thee."
JOB_016_019,JOB,016,019,American Standard Version (1901),King James Version,0.77,"Even now, behold, my witness is in heaven, And he that voucheth for me is on high.","Also now, behold, my witness
is in heaven, and my record
is on high.
"
JOB_016_019,JOB,016,019,American Standard Version (1901),World English Bible,0.96,"Even now, behold, my witness is in heaven, And he that voucheth for me is on high.","Even now, behold, my witness is in heaven.
He who vouches for me is on high.
"
JOB_016_019,JOB,016,019,American Standard Version (1901),"World English Bible, British Edition",0.96,"Even now, behold, my witness is in heaven, And he that voucheth for me is on high.","Even now, behold, my witness is in heaven.
He who vouches for me is on high.
"
JOB_016_019,JOB,016,019,Bible in Basic English,Darby Bible,0.49,"Even now my witness is in heaven, and the supporter of my cause is on high.","Even now, behold, my Witness is in the heavens, and he that voucheth for me is in the heights."
JOB_016_019,JOB,016,019,Bible in Basic English,Douay-Rheims 1899 American Edition,0.38,"Even now my witness is in heaven, and the supporter of my cause is on high.","O earth, cover not thou my blood, neither let my cry find a hiding place in thee."
JOB_016_019,JOB,016,019,Bible in Basic English,King James Version,0.76,"Even now my witness is in heaven, and the supporter of my cause is on high.","Also now, behold, my witness
is in heaven, and my record
is on high.
"
JOB_016_019,JOB,016,019,Bible in Basic English,World English Bible,0.70,"Even now my witness is in heaven, and the supporter of my cause is on high.","Even now, behold, my witness is in heaven.
He who vouches for me is on high.
"
JOB_016_019,JOB,016,019,Bible in Basic English,"World English Bible, British Edition",0.70,"Even now my witness is in heaven, and the supporter of my cause is on high.","Even now, behold, my witness is in heaven.
He who vouches for me is on high.
"
JOB_016_019,JOB,016,019,Darby Bible,Douay-Rheims 1899 American Edition,0.43,"Even now, behold, my Witness is in the heavens, and he that voucheth for me is in the heights.","O earth, cover not thou my blood, neither let my cry find a hiding place in thee."
JOB_016_019,JOB,016,019,Darby Bible,King James Version,0.57,"Even now, behold, my Witness is in the heavens, and he that voucheth for me is in the heights.","Also now, behold, my witness
is in heaven, and my record
is on high.
"
JOB_016_019,JOB,016,019,Darby Bible,World English Bible,0.77,"Even now, behold, my Witness is in the heavens, and he that voucheth for me is in the heights.","Even now, behold, my witness is in heaven.
He who vouches for me is on high.
"
JOB_016_019,JOB,016,019,Darby Bible,"World English Bible, British Edition",0.77,"Even now, behold, my Witness is in the heavens, and he that voucheth for me is in the heights.","Even now, behold, my witness is in heaven.
He who vouches for me is on high.
"
JOB_016_019,JOB,016,019,Douay-Rheims 1899 American Edition,King James Version,0.45,"O earth, cover not thou my blood, neither let my cry find a hiding place in thee.","Also now, behold, my witness
is in heaven, and my record
is on high.
"
JOB_016_019,JOB,016,019,Douay-Rheims 1899 American Edition,World English Bible,0.42,"O earth, cover not thou my blood, neither let my cry find a hiding place in thee.","Even now, behold, my witness is in heaven.
He who vouches for me is on high.
"
JOB_016_019,JOB,016,019,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.42,"O earth, cover not thou my blood, neither let my cry find a hiding place in thee.","Even now, behold, my witness is in heaven.
He who vouches for me is on high.
"
JOB_016_019,JOB,016,019,King James Version,World English Bible,0.74,"Also now, behold, my witness
is in heaven, and my record
is on high.
","Even now, behold, my witness is in heaven.
He who vouches for me is on high.
"
JOB_016_019,JOB,016,019,King James Version,"World English Bible, British Edition",0.74,"Also now, behold, my witness
is in heaven, and my record
is on high.
","Even now, behold, my witness is in heaven.
He who vouches for me is on high.
"
JOB_016_019,JOB,016,019,World English Bible,"World English Bible, British Edition",1.00,"Even now, behold, my witness is in heaven.
He who vouches for me is on high.
","Even now, behold, my witness is in heaven.
He who vouches for me is on high.
"
JOB_016_011,JOB,016,011,American Standard Version (1901),Bible in Basic English,0.65,"God delivereth me to the ungodly, And casteth me into the hands of the wicked.","God gives me over to the power of sinners, sending me violently into the hands of evil-doers."
JOB_016_011,JOB,016,011,American Standard Version (1901),Darby Bible,0.74,"God delivereth me to the ungodly, And casteth me into the hands of the wicked.","God hath delivered me over to the iniquitous man, and hurled me into the hands of the wicked."
JOB_016_011,JOB,016,011,American Standard Version (1901),Douay-Rheims 1899 American Edition,0.48,"God delivereth me to the ungodly, And casteth me into the hands of the wicked.","They have opened their mouths upon me, and reproaching me they have struck me on the cheek, they are filled with my pains."
JOB_016_011,JOB,016,011,American Standard Version (1901),King James Version,0.82,"God delivereth me to the ungodly, And casteth me into the hands of the wicked.","God hath delivered me to the ungodly, and turned me over into the hands of the wicked.
"
JOB_016_011,JOB,016,011,American Standard Version (1901),World English Bible,0.86,"God delivereth me to the ungodly, And casteth me into the hands of the wicked.","God delivers me to the ungodly,
and casts me into the hands of the wicked.
"
JOB_016_011,JOB,016,011,American Standard Version (1901),"World English Bible, British Edition",0.86,"God delivereth me to the ungodly, And casteth me into the hands of the wicked.","God delivers me to the ungodly,
and casts me into the hands of the wicked.
"
JOB_016_011,JOB,016,011,Bible in Basic English,Darby Bible,0.65,"God gives me over to the power of sinners, sending me violently into the hands of evil-doers.","God hath delivered me over to the iniquitous man, and hurled me into the hands of the wicked."
JOB_016_011,JOB,016,011,Bible in Basic English,Douay-Rheims 1899 American Edition,0.52,"God gives me over to the power of sinners, sending me violently into the hands of evil-doers.","They have opened their mouths upon me, and reproaching me they have struck me on the cheek, they are filled with my pains."
JOB_016_011,JOB,016,011,Bible in Basic English,King James Version,0.66,"God gives me over to the power of sinners, sending me violently into the hands of evil-doers.","God hath delivered me to the ungodly, and turned me over into the hands of the wicked.
"
JOB_016_011,JOB,016,011,Bible in Basic English,World English Bible,0.74,"God gives me over to the power of sinners, sending me violently into the hands of evil-doers.","God delivers me to the ungodly,
and casts me into the hands of the wicked.
"
JOB_016_011,JOB,016,011,Bible in Basic English,"World English Bible, British Edition",0.74,"God gives me over to the power of sinners, sending me violently into the hands of evil-doers.","God delivers me to the ungodly,
and casts me into the hands of the wicked.
"
JOB_016_011,JOB,016,011,Darby Bible,Douay-Rheims 1899 American Edition,0.48,"God hath delivered me over to the iniquitous man, and hurled me into the hands of the wicked.","They have opened their mouths upon me, and reproaching me they have struck me on the cheek, they are filled with my pains."
JOB_016_011,JOB,016,011,Darby Bible,King James Version,0.86,"God hath delivered me over to the iniquitous man, and hurled me into the hands of the wicked.","God hath delivered me to the ungodly, and turned me over into the hands of the wicked.
"
JOB_016_011,JOB,016,011,Darby Bible,World English Bible,0.76,"God hath delivered me over to the iniquitous man, and hurled me into the hands of the wicked.","God delivers me to the ungodly,
and casts me into the hands of the wicked.
"
JOB_016_011,JOB,016,011,Darby Bible,"World English Bible, British Edition",0.76,"God hath delivered me over to the iniquitous man, and hurled me into the hands of the wicked.","God delivers me to the ungodly,
and casts me into the hands of the wicked.
"
JOB_016_011,JOB,016,011,Douay-Rheims 1899 American Edition,King James Version,0.49,"They have opened their mouths upon me, and reproaching me they have struck me on the cheek, they are filled with my pains.","God hath delivered me to the ungodly, and turned me over into the hands of the wicked.
"
JOB_016_011,JOB,016,011,Douay-Rheims 1899 American Edition,World English Bible,0.52,"They have opened their mouths upon me, and reproaching me they have struck me on the cheek, they are filled with my pains.","God delivers me to the ungodly,
and casts me into the hands of the wicked.
"
JOB_016_011,JOB,016,011,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.52,"They have opened their mouths upon me, and reproaching me they have struck me on the cheek, they are filled with my pains.","God delivers me to the ungodly,
and casts me into the hands of the wicked.
"
JOB_016_011,JOB,016,011,King James Version,World English Bible,0.84,"God hath delivered me to the ungodly, and turned me over into the hands of the wicked.
","God delivers me to the ungodly,
and casts me into the hands of the wicked.
"
JOB_016_011,JOB,016,011,King James Version,"World English Bible, British Edition",0.84,"God hath delivered me to the ungodly, and turned me over into the hands of the wicked.
","God delivers me to the ungodly,
and casts me into the hands of the wicked.
"
JOB_016_011,JOB,016,011,World English Bible,"World English Bible, British Edition",1.00,"God delivers me to the ungodly,
and casts me into the hands of the wicked.
","God delivers me to the ungodly,
and casts me into the hands of the wicked.
"
JOB_016_007,JOB,016,007,American Standard Version (1901),Bible in Basic English,0.51,But now he hath made me weary: Thou hast made desolate all my company.,"But now he has overcome me with weariness and fear, and I am in the grip of all my trouble."
JOB_016_007,JOB,016,007,American Standard Version (1901),Darby Bible,0.85,But now he hath made me weary: Thou hast made desolate all my company.,But now he hath made me weary; thou hast made desolate all my family;
JOB_016_007,JOB,016,007,American Standard Version (1901),Douay-Rheims 1899 American Edition,0.41,But now he hath made me weary: Thou hast made desolate all my company.,"But what shall I do? If I speak, my pain will not rest: and if I hold my peace, it will not depart from me."
JOB_016_007,JOB,016,007,American Standard Version (1901),King James Version,0.96,But now he hath made me weary: Thou hast made desolate all my company.,"But now he hath made me weary: thou hast made desolate all my company.
"
JOB_016_007,JOB,016,007,American Standard Version (1901),World English Bible,0.78,But now he hath made me weary: Thou hast made desolate all my company.,"But now, God, you have surely worn me out.
You have made desolate all my company.
"
JOB_016_007,JOB,016,007,American Standard Version (1901),"World English Bible, British Edition",0.74,But now he hath made me weary: Thou hast made desolate all my company.,"But now, God, you have surely worn me out.
You have made all my company desolate.
"
JOB_016_007,JOB,016,007,Bible in Basic English,Darby Bible,0.46,"But now he has overcome me with weariness and fear, and I am in the grip of all my trouble.",But now he hath made me weary; thou hast made desolate all my family;
JOB_016_007,JOB,016,007,Bible in Basic English,Douay-Rheims 1899 American Edition,0.43,"But now he has overcome me with weariness and fear, and I am in the grip of all my trouble.","But what shall I do? If I speak, my pain will not rest: and if I hold my peace, it will not depart from me."
JOB_016_007,JOB,016,007,Bible in Basic English,King James Version,0.48,"But now he has overcome me with weariness and fear, and I am in the grip of all my trouble.","But now he hath made me weary: thou hast made desolate all my company.
"
JOB_016_007,JOB,016,007,Bible in Basic English,World English Bible,0.53,"But now he has overcome me with weariness and fear, and I am in the grip of all my trouble.","But now, God, you have surely worn me out.
You have made desolate all my company.
"
JOB_016_007,JOB,016,007,Bible in Basic English,"World English Bible, British Edition",0.55,"But now he has overcome me with weariness and fear, and I am in the grip of all my trouble.","But now, God, you have surely worn me out.
You have made all my company desolate.
"
JOB_016_007,JOB,016,007,Darby Bible,Douay-Rheims 1899 American Edition,0.41,But now he hath made me weary; thou hast made desolate all my family;,"But what shall I do? If I speak, my pain will not rest: and if I hold my peace, it will not depart from me."
JOB_016_007,JOB,016,007,Darby Bible,King James Version,0.90,But now he hath made me weary; thou hast made desolate all my family;,"But now he hath made me weary: thou hast made desolate all my company.
"
JOB_016_007,JOB,016,007,Darby Bible,World English Bible,0.60,But now he hath made me weary; thou hast made desolate all my family;,"But now, God, you have surely worn me out.
You have made desolate all my company.
"
JOB_016_007,JOB,016,007,Darby Bible,"World English Bible, British Edition",0.56,But now he hath made me weary; thou hast made desolate all my family;,"But now, God, you have surely worn me out.
You have made all my company desolate.
"
JOB_016_007,JOB,016,007,Douay-Rheims 1899 American Edition,King James Version,0.39,"But what shall I do? If I speak, my pain will not rest: and if I hold my peace, it will not depart from me.","But now he hath made me weary: thou hast made desolate all my company.
"
JOB_016_007,JOB,016,007,Douay-Rheims 1899 American Edition,World English Bible,0.37,"But what shall I do? If I speak, my pain will not rest: and if I hold my peace, it will not depart from me.","But now, God, you have surely worn me out.
You have made desolate all my company.
"
JOB_016_007,JOB,016,007,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.38,"But what shall I do? If I speak, my pain will not rest: and if I hold my peace, it will not depart from me.","But now, God, you have surely worn me out.
You have made all my company desolate.
"
JOB_016_007,JOB,016,007,King James Version,World English Bible,0.72,"But now he hath made me weary: thou hast made desolate all my company.
","But now, God, you have surely worn me out.
You have made desolate all my company.
"
JOB_016_007,JOB,016,007,King James Version,"World English Bible, British Edition",0.67,"But now he hath made me weary: thou hast made desolate all my company.
","But now, God, you have surely worn me out.
You have made all my company desolate.
"
JOB_016_007,JOB,016,007,World English Bible,"World English Bible, British Edition",0.98,"But now, God, you have surely worn me out.
You have made desolate all my company.
","But now, God, you have surely worn me out.
You have made all my company desolate.
"
JOB_016_001,JOB,016,001,American Standard Version (1901),Bible in Basic English,0.85,"Then Job answered and said,","And Job made answer and said,"
JOB_016_001,JOB,016,001,American Standard Version (1901),Darby Bible,1.00,"Then Job answered and said,","And Job answered and said,"
JOB_016_001,JOB,016,001,American Standard Version (1901),Douay-Rheims 1899 American Edition,0.98,"Then Job answered and said,","Then Job answered, and said:"
JOB_016_001,JOB,016,001,American Standard Version (1901),King James Version,1.00,"Then Job answered and said,","Then Job answered and said,
"
JOB_016_001,JOB,016,001,American Standard Version (1901),World English Bible,0.87,"Then Job answered and said,","Then Job answered,
"
JOB_016_001,JOB,016,001,American Standard Version (1901),"World English Bible, British Edition",0.87,"Then Job answered and said,","Then Job answered,
"
JOB_016_001,JOB,016,001,Bible in Basic English,Darby Bible,0.85,"And Job made answer and said,","And Job answered and said,"
JOB_016_001,JOB,016,001,Bible in Basic English,Douay-Rheims 1899 American Edition,0.84,"And Job made answer and said,","Then Job answered, and said:"
JOB_016_001,JOB,016,001,Bible in Basic English,King James Version,0.85,"And Job made answer and said,","Then Job answered and said,
"
JOB_016_001,JOB,016,001,Bible in Basic English,World English Bible,0.77,"And Job made answer and said,","Then Job answered,
"
JOB_016_001,JOB,016,001,Bible in Basic English,"World English Bible, British Edition",0.77,"And Job made answer and said,","Then Job answered,
"
JOB_016_001,JOB,016,001,Darby Bible,Douay-Rheims 1899 American Edition,0.98,"And Job answered and said,","Then Job answered, and said:"
JOB_016_001,JOB,016,001,Darby Bible,King James Version,1.00,"And Job answered and said,","Then Job answered and said,
"
JOB_016_001,JOB,016,001,Darby Bible,World English Bible,0.87,"And Job answered and said,","Then Job answered,
"
JOB_016_001,JOB,016,001,Darby Bible,"World English Bible, British Edition",0.87,"And Job answered and said,","Then Job answered,
"
JOB_016_001,JOB,016,001,Douay-Rheims 1899 American Edition,King James Version,0.98,"Then Job answered, and said:","Then Job answered and said,
"
JOB_016_001,JOB,016,001,Douay-Rheims 1899 American Edition,World English Bible,0.86,"Then Job answered, and said:","Then Job answered,
"
JOB_016_001,JOB,016,001,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.86,"Then Job answered, and said:","Then Job answered,
"
JOB_016_001,JOB,016,001,King James Version,World English Bible,0.87,"Then Job answered and said,
","Then Job answered,
"
JOB_016_001,JOB,016,001,King James Version,"World English Bible, British Edition",0.87,"Then Job answered and said,
","Then Job answered,
"
JOB_016_001,JOB,016,001,World English Bible,"World English Bible, British Edition",1.00,"Then Job answered,
","Then Job answered,
"
JOB_016_013,JOB,016,013,American Standard Version (1901),Bible in Basic English,0.63,"His archers compass me round about; He cleaveth my reins asunder, and doth not spare; He poureth out my gall upon the ground.",His bowmen come round about me; their arrows go through my body without mercy; my life is drained out on the earth.
JOB_016_013,JOB,016,013,American Standard Version (1901),Darby Bible,0.88,"His archers compass me round about; He cleaveth my reins asunder, and doth not spare; He poureth out my gall upon the ground.","His arrows encompass me round about, he cleaveth my reins asunder and doth not spare; he poureth out my gall upon the ground."
JOB_016_013,JOB,016,013,American Standard Version (1901),Douay-Rheims 1899 American Edition,0.38,"His archers compass me round about; He cleaveth my reins asunder, and doth not spare; He poureth out my gall upon the ground.","I that was formerly so wealthy, am all on a sudden broken to pieces: he hath taken me by my neck, he hath broken me, and hath set me up to be his mark."
JOB_016_013,JOB,016,013,American Standard Version (1901),King James Version,0.97,"His archers compass me round about; He cleaveth my reins asunder, and doth not spare; He poureth out my gall upon the ground.","His archers compass me round about, he cleaveth my reins asunder, and doth not spare; he poureth out my gall upon the ground.
"
JOB_016_013,JOB,016,013,American Standard Version (1901),World English Bible,0.73,"His archers compass me round about; He cleaveth my reins asunder, and doth not spare; He poureth out my gall upon the ground.","His archers surround me.
He splits my kidneys apart, and does not spare.
He pours out my gall on the ground.
"
JOB_016_013,JOB,016,013,American Standard Version (1901),"World English Bible, British Edition",0.69,"His archers compass me round about; He cleaveth my reins asunder, and doth not spare; He poureth out my gall upon the ground.","His archers surround me.
He splits my kidneys apart, and does not spare.
He pours out my bile on the ground.
"
JOB_016_013,JOB,016,013,Bible in Basic English,Darby Bible,0.66,His bowmen come round about me; their arrows go through my body without mercy; my life is drained out on the earth.,"His arrows encompass me round about, he cleaveth my reins asunder and doth not spare; he poureth out my gall upon the ground."
JOB_016_013,JOB,016,013,Bible in Basic English,Douay-Rheims 1899 American Edition,0.41,His bowmen come round about me; their arrows go through my body without mercy; my life is drained out on the earth.,"I that was formerly so wealthy, am all on a sudden broken to pieces: he hath taken me by my neck, he hath broken me, and hath set me up to be his mark."
JOB_016_013,JOB,016,013,Bible in Basic English,King James Version,0.63,His bowmen come round about me; their arrows go through my body without mercy; my life is drained out on the earth.,"His archers compass me round about, he cleaveth my reins asunder, and doth not spare; he poureth out my gall upon the ground.
"
JOB_016_013,JOB,016,013,Bible in Basic English,World English Bible,0.64,His bowmen come round about me; their arrows go through my body without mercy; my life is drained out on the earth.,"His archers surround me.
He splits my kidneys apart, and does not spare.
He pours out my gall on the ground.
"
JOB_016_013,JOB,016,013,Bible in Basic English,"World English Bible, British Edition",0.64,His bowmen come round about me; their arrows go through my body without mercy; my life is drained out on the earth.,"His archers surround me.
He splits my kidneys apart, and does not spare.
He pours out my bile on the ground.
"
JOB_016_013,JOB,016,013,Darby Bible,Douay-Rheims 1899 American Edition,0.42,"His arrows encompass me round about, he cleaveth my reins asunder and doth not spare; he poureth out my gall upon the ground.","I that was formerly so wealthy, am all on a sudden broken to pieces: he hath taken me by my neck, he hath broken me, and hath set me up to be his mark."
JOB_016_013,JOB,016,013,Darby Bible,King James Version,0.90,"His arrows encompass me round about, he cleaveth my reins asunder and doth not spare; he poureth out my gall upon the ground.","His archers compass me round about, he cleaveth my reins asunder, and doth not spare; he poureth out my gall upon the ground.
"
JOB_016_013,JOB,016,013,Darby Bible,World English Bible,0.69,"His arrows encompass me round about, he cleaveth my reins asunder and doth not spare; he poureth out my gall upon the ground.","His archers surround me.
He splits my kidneys apart, and does not spare.
He pours out my gall on the ground.
"
JOB_016_013,JOB,016,013,Darby Bible,"World English Bible, British Edition",0.66,"His arrows encompass me round about, he cleaveth my reins asunder and doth not spare; he poureth out my gall upon the ground.","His archers surround me.
He splits my kidneys apart, and does not spare.
He pours out my bile on the ground.
"
JOB_016_013,JOB,016,013,Douay-Rheims 1899 American Edition,King James Version,0.40,"I that was formerly so wealthy, am all on a sudden broken to pieces: he hath taken me by my neck, he hath broken me, and hath set me up to be his mark.","His archers compass me round about, he cleaveth my reins asunder, and doth not spare; he poureth out my gall upon the ground.
"
JOB_016_013,JOB,016,013,Douay-Rheims 1899 American Edition,World English Bible,0.34,"I that was formerly so wealthy, am all on a sudden broken to pieces: he hath taken me by my neck, he hath broken me, and hath set me up to be his mark.","His archers surround me.
He splits my kidneys apart, and does not spare.
He pours out my gall on the ground.
"
JOB_016_013,JOB,016,013,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.35,"I that was formerly so wealthy, am all on a sudden broken to pieces: he hath taken me by my neck, he hath broken me, and hath set me up to be his mark.","His archers surround me.
He splits my kidneys apart, and does not spare.
He pours out my bile on the ground.
"
JOB_016_013,JOB,016,013,King James Version,World English Bible,0.70,"His archers compass me round about, he cleaveth my reins asunder, and doth not spare; he poureth out my gall upon the ground.
","His archers surround me.
He splits my kidneys apart, and does not spare.
He pours out my gall on the ground.
"
JOB_016_013,JOB,016,013,King James Version,"World English Bible, British Edition",0.66,"His archers compass me round about, he cleaveth my reins asunder, and doth not spare; he poureth out my gall upon the ground.
","His archers surround me.
He splits my kidneys apart, and does not spare.
He pours out my bile on the ground.
"
JOB_016_013,JOB,016,013,World English Bible,"World English Bible, British Edition",0.96,"His archers surround me.
He splits my kidneys apart, and does not spare.
He pours out my gall on the ground.
","His archers surround me.
He splits my kidneys apart, and does not spare.
He pours out my bile on the ground.
"
JOB_016_006,JOB,016,006,American Standard Version (1901),Bible in Basic English,0.52,"Though I speak, my grief is not assuaged; And though I forbear, what am I eased?","If I say what is in my mind, my pain becomes no less: and if I keep quiet, how much of it goes from me?"
